	nl_ps	fol_ps	nl_h	fol_h	label	e_pred	c_pred
362	A football player is carrying an official past a rolling football	exists x.exists y.exists z. (FootballPlayer(x) & Official(y) & RollingFootball(z) -> Carrying(x, y, z))	A football player in a purple jersey is running with the ball for a touchdown	exists x.exists y.exists z. (FootballPlayer(x) & PurpleJersey(y) & Touchdown(z) -> RunsWithBallFor(x, y, z))	n	False	False
363	A young girl in a blue leotard is jumping in the air	exists x. (YoungGirl(x) & BlueLeotard(x) & JumpingInAir(x))	A young girl in a leotard colored in blue is jumping in the air	exists x. (YoungGirl(x) & WearsLeotard(x) & ColoredInBlue(x) -> JumpsInAir(x))	e	False	False
364	The young girl in blue is jumping in the air	exists x. (YoungGirl(x) & Blue(x) & JumpingInAir(x))	A young girl in blue is jumping in the air	exists x. (YoungGirl(x) & Blue(x) -> JumpingInAir(x))	e	True	False
365	The bunch of men are playing rugby on a field full of mud	exists x.exists y.exists z. (Bunch(x) & Men(y) & Rugby(z) & Field(f) & FullOfMud(f) -> PlayingOn(y, z, f))	Some men are playing rugby	exists x. (Man(x) & PlayingRugby(x))	e	False	False
366	A person is looking at a bike designed for motocross that is lying on its side and another is racing by	exists x. exists y. exists z. (Person(x) & Person(y) & Bike(z) & DesignedForMotocross(z) & LyingOnSide(z) & Racing(y, z) -> LookingAt(x, z))	The bike rider is looking at an accident of another bike rider	exists x.exists y. (BikeRider(x) & BikeRider(y) & Accident(y) -> LookingAt(x, y))	n	False	False
367	There is no little boy wearing a green soccer strip and running on the grass	not exists x. (LittleBoy(x) & WearingGreenSoccerStrip(x) & RunningOnGrass(x))	A little boy is wearing a green soccer strip and is running on the grass	exists x. (LittleBoy(x) & WearingGreenSoccerStrip(x) & RunningOnGrass(x))	c	False	True
368	The man at the beach is not doing a handstand on the wet sand at the edge of the water	exists x. (Man(x) & AtBeach(x) -> not DoingHandstandOnWetSand(x))	The man is doing a handstand on the wet sand at the edge of the water at the beach	exists x.exists y.exists z. (Man(x) & Handstand(y) & WetSand(z) & AtEdgeOfWater(x, z) -> Doing(x, y, z))	c	False	False
369	A young mother is playing with her boy in the park	exists x.exists y. (YoungMother(x) & Boy(y) & Park(z) -> PlaysWith(x, y, z))	A young boy is playing in the park with his mother	exists x.exists y.exists z. (YoungBoy(x) & Park(y) & Mother(z) & PlaysIn(x, y) -> With(x, z))	e	False	False
370	A man is spraying a super soaker into the mouth of a dog	exists x.exists y. (Man(x) & SuperSoaker(x) & Dog(y) -> SpraysIntoMouth(x, y))	There is no man spraying a super soaker into the mouth of a dog	not exists x. (Man(x) & SprayingSuperSoaker(x) & IntoMouthOfDog(x))	c	False	False
371	There is no man spraying a super soaker into the mouth of a dog	not exists x. (Man(x) & SprayingSuperSoaker(x) & IntoMouthOfDog(x))	A man is squirting water into the mouth of a white dog with a squirt gun	exists x. exists y. exists z. (Man(x) & Dog(y) & SquirtGun(z) & SquirtsWaterIntoMouth(x, y, z))	n	False	False
372	A boy under an umbrella is being held by his father who is wearing a blue coat	exists x.exists y.exists z. (Boy(x) & Umbrella(y) & Father(z) & Holds(z, x, y) -> WearsBlueCoat(z))	A boy, who is wearing a blue coat, is being held by his father under an umbrella 	exists x. (Boy(x) & WearingBlueCoat(x) -> HeldByFatherUnderUmbrella(x))	n	False	False
373	A boy under an umbrella is being held by his father who is wearing a blue coat	exists x.exists y.exists z. (Boy(x) & Umbrella(y) & Father(z) & Holds(z, x, y) -> WearsBlueCoat(z))	A child is experiencing a new world	exists x. (Child(x) -> ExperiencingNewWorld(x))	n	False	False
374	A dog is playing alone on a beach covered by snow	exists x. (Dog(x) & PlayingAlone(x) & OnBeach(x) & CoveredBySnow(x))	A dog is walking along a snowdrift	exists x. exists y. (Dog(x) & Snowdrift(y) & WalkingAlong(x, y))	n	False	False
375	A surfer is riding a big wave across dark green water	exists x.exists y.exists z. (Surfer(x) & Wave(y) & Water(z) & Riding(x, y) & Big(y) & DarkGreen(z) -> Surfing(x, y, z))	The surfer is riding a small wave	exists x. exists y. (Surfer(x) & SmallWave(y) & Riding(x, y))	c	False	False
376	A tennis player is lunging to the left	exists x. (TennisPlayer(x) -> LungesToLeft(x))	A tennis player is jumping to the left	exists x. (TennisPlayer(x) & Jumping(x, Left))	e	False	False
377	Two dogs are looking at something that is splashing in the water	exists x. exists y. exists z. (Dog(x) & Dog(y) & Splashing(z) & LookingAt(x, z) & LookingAt(y, z))	Some dogs are not playing in a stream	exists x. (Dog(x) & not PlayingInStream(x))	n	False	False
378	A man in a blue cowboy hat is riding a white horse	exists x.exists y.exists z. (Man(x) & BlueCowboyHat(x) & WhiteHorse(y) & HorseRider(x, y) -> Hat(x, z) & CowboyHat(z))	A man in blue is riding a horse on a dirt road	exists x.exists y.exists z. (Man(x) & Blue(x) & Horse(y) & DirtRoad(z) -> RidingOn(x, y, z))	n	False	False
379	Two white dogs are playing with a brown dog and a tennis ball	exists x. exists y. exists z. exists w. (WhiteDog(x) & WhiteDog(y) & BrownDog(z) & TennisBall(w) & PlayingWith(x, y, z, w))	Two white dogs are playing with a brown dog and a ball	exists x. exists y. exists z. exists w. (WhiteDog(x) & WhiteDog(y) & BrownDog(z) & Ball(w) & PlayingWith(x, y, z, w))	e	False	False
380	A person in a pink jacket is running onto the field	exists x. (Person(x) & WearsPinkJacket(x) -> RunsOntoField(x))	Four athletes are with a woman in a crowded stadium	exists x.exists y.exists z.exists w. (Athlete(x) & Athlete(y) & Athlete(z) & Athlete(w) & Woman(w) & With(x, y, z, w) & CrowdedStadium(x, y, z, w))	n	False	False
381	A woman dressed in elegant clothing is inside a crowd of people and is looking up	exists x. (Woman(x) & DressedInElegantClothing(x) -> (exists y. (Crowd(y) & Inside(x, y)) & LookingUp(x)))	A woman dressed in elegant clothing is inside a crowd of people and is looking down	exists x. (Woman(x) & DressedInElegantClothing(x) -> (InsideCrowd(x) & LookingDown(x)))	n	False	False
382	An Asian woman is holding a fur scarf	exists x. (AsianWoman(x) & exists y. (FurScarf(y) & Holding(x, y)))	An elegant woman is inside a crowd of people and is looking down	exists x. (ElegantWoman(x) -> (exists y. (Crowd(y) & Inside(x, y)) & LookingDown(x)))	n	False	False
383	A kid in a white t-shirt is splashing in shallow water	exists x. (Kid(x) & WearingWhiteTShirt(x) -> SplashingInShallowWater(x))	A boy is running through the water at the beach	exists x. (Boy(x) & Running(x) & ThroughWater(x) & AtBeach(x))	n	False	False
384	A girl is running through the water at the beach	exists x. (Girl(x) & Running(x) & ThroughWater(x) & AtBeach(x))	A boy in a white t-shirt is splashing in shallow water	exists x. (Boy(x) & WearingWhiteTShirt(x) -> SplashingInShallowWater(x))	n	False	False
385	A boy in a white t-shirt is splashing in shallow water	exists x. (Boy(x) & WearingWhiteTShirt(x) -> SplashingInShallowWater(x))	A boy is running through the water at the beach	exists x. (Boy(x) & Running(x) & ThroughWater(x) & AtBeach(x))	n	False	False
386	The kids are not wearing suits and water is splashing around	not exists x. (Kid(x) & WearingSuit(x)) & exists y. (Water(y) & Splashing(y))	Children in swimming suits are playing in the water	exists x. (Child(x) & WearingSwimmingSuit(x) -> PlayingInWater(x))	n	False	False
387	A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head	exists x. (YoungGirl(x) & WearingBluePatternedSwimSuit(x) & WearingBlackAndYellowSwimCap(x) & WearingBlueSwimmingGoggles(x))	A little girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on the head	exists x. (LittleGirl(x) & WearingBluePatternedSwimSuit(x) & WearingBlackAndYellowSwimCap(x) & WearingBlueSwimmingGoggles(x))	e	False	False
388	A female cheerleader is sitting on the knee of a male cheerleader	exists x.exists y. (FemaleCheerleader(x) & MaleCheerleader(y) -> SittingOnKnee(x, y))	Some cheerleaders are relaxing	exists x. (Cheerleader(x) & Relaxing(x))	n	False	False
389	The girl has red hair and eyebrows, several piercings in a ear and a drawing on the back	exists x. (Girl(x) -> (RedHair(x) & RedEyebrows(x) & PiercingsInEar(x) & DrawingOnBack(x)))	The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back	exists x. (Girl(x) -> (RedHair(x) & RedEyebrows(x) & PiercingsInEar(x) & TattooOnBack(x)))	e	False	False
390	The girl has red hair and eyebrows, several piercings in a ear and no tattoo on the back	exists x. (Girl(x) -> (RedHair(x) & RedEyebrows(x) & PiercingsInEar(x) & not TattooOnBack(x)))	A girl with red hair and red eyebrows is in midspeech	exists x. (Girl(x) & RedHair(x) & RedEyebrows(x) -> Midspeech(x))	n	False	False
391	Two people are driving a jeep and a lady is sitting on the top of it	exists x. exists y. exists z. (Person(x) & Person(y) & Jeep(z) & Driving(x, z) & Driving(y, z) & Lady(z) & SittingOnTop(z))	Two people are driving a jeep and a girl is sitting on the top of it	exists x. exists y. exists z. (Person(x) & Person(y) & Jeep(z) & Driving(x, z) & Driving(y, z) & Girl(z) & SittingOnTop(z))	e	False	False
392	A girl has colored patches on the cheeks	exists x. (Girl(x) -> HasColoredPatchesOnCheeks(x))	A girl is standing in a group and is wearing a black shirt and pink beads	exists x. (Girl(x) & StandingInGroup(x) & WearingBlackShirt(x) & WearingPinkBeads(x))	n	False	False
393	Two dogs are running through water	exists x. exists y. (Dog(x) & Dog(y) & RunningThroughWater(x) & RunningThroughWater(y))	Two dogs are running through high grass	exists x. exists y. (Dog(x) & Dog(y) & RunningThroughHighGrass(x) & RunningThroughHighGrass(y))	n	False	False
394	Some people and vehicles are on a crowded street	exists x.exists y.exists z. (Person(x) & Person(y) & Person(z) & Vehicle(x) & Vehicle(y) & Vehicle(z) & CrowdedStreet(x) & CrowdedStreet(y) & CrowdedStreet(z))	Some people and vehicles are on a almost empty street	exists x.exists y. (Person(x) & Vehicle(y) & OnStreet(x, y) & AlmostEmpty(y))	c	False	False
395	A young girl with painted face is standing next to some other children	exists x.exists y. (YoungGirl(x) & PaintedFace(x) & Child(y) -> StandingNextTo(x, y))	Children are being dressed in costumes and playing a game	exists x.exists y.exists z. (Child(x) & Costume(y) & Game(z) -> DressedIn(x, y) & Playing(x, z))	n	False	False
396	There is no bmx biker jumping dirt ramps in front of a body of water	not exists x. (BmxBiker(x) & JumpingDirtRamps(x) & InFrontOfBodyOfWater(x))	Two bmx bikers are jumping dirt ramps in front of a body of water	exists x. exists y. exists z. (BmxBiker(x) & BmxBiker(y) & DirtRamp(z) & Jumping(x, z) & Jumping(y, z))	c	False	False
397	A man is doing a trick on a skateboard	exists x. exists y. (Man(x) & Skateboard(y) & DoingTrickOn(x, y))	A person is doing a trick on a skateboard	exists x. exists y. (Person(x) & Skateboard(y) -> DoingTrickOn(x, y))	e	True	False
398	A man in a motocross uniform is wearing a helmet and rides a red motorcycle	exists x. (Man(x) & WearsMotocrossUniform(x) -> (WearsHelmet(x) & RidesRedMotorcycle(x)))	A person in a motocross uniform is wearing a helmet and rides a red motorcycle	exists x. (Person(x) & WearsMotocrossUniform(x) -> (WearsHelmet(x) & RidesRedMotorcycle(x)))	e	False	False
399	A boy in a striped shirt is jumping behind a water fountain	exists x.exists y. (Boy(x) & StripedShirt(x) & WaterFountain(y) -> JumpsBehind(x, y))	A boy in a striped shirt is jumping in front of a water fountain	exists x.exists y. (Boy(x) & StripedShirt(x) & WaterFountain(y) -> JumpsInFrontOf(x, y))	n	False	False
400	Two large dogs, a light colored one and a dark one, are sleeping on a snowy terrain	exists x. exists y. (Dog(x) & Dog(y) & Large(x) & Large(y) & LightColored(x) & Dark(y) & SleepingOn(x, y, SnowyTerrain))	Two dogs are leaping through snowy grass and rocks	exists x. exists y. (Dog(x) & Dog(y) & Leaping(x) & Leaping(y) & SnowyGrass(x) & SnowyGrass(y) & Rocks(x) & Rocks(y))	n	False	False
401	A girl in blue is sliding down a green slide	exists x.exists y.exists z. (Girl(x) & Blue(x) & GreenSlide(y) & Slide(z) -> SlidingDown(x, y, z))	The young girl in blue is enjoying a slide	exists x. (YoungGirl(x) & WearingBlue(x) -> EnjoyingSlide(x))	e	False	False
402	A white man is walking next to a building in a big city	exists x. exists y. exists z. (WhiteMan(x) & Building(y) & BigCity(z) & WalkingNextTo(x, y, z))	A black man is walking next to a building in a big city	exists x. exists y. exists z. (BlackMan(x) & Building(y) & BigCity(z) & WalkingNextTo(x, y, z))	n	False	False
403	A man with no hat is sitting on the ground	exists x. (Man(x) & not HasHat(x) -> SittingOnGround(x))	A man with a backwards hat is sitting on the ground	exists x. (Man(x) & WearsBackwardsHat(x) -> SittingOnGround(x))	n	False	False
404	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of an old man with grey hair	exists x.exists y.exists z. (Girl(x) & BlueSweater(x) & MulticolorToy(y) & OldMan(z) & GreyHair(z) -> (Holding(x, y) & SittingOnShoulders(x, z)))	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	exists x.exists y.exists z. (Girl(x) & BlueSweater(x) & MulticolorToy(y) & Man(z) & GreyHair(z) -> (Holding(x, y) & SittingOnShoulders(x, z)))	e	False	False
405	The man is going into the water	exists x. (Man(x) -> GoesIntoWater(x))	The person is going into the sea	exists x. (Person(x) -> GoingIntoSea(x))	n	False	False
406	Two people are sitting on a park bench on a sunny day	exists x. exists y. (Person(x) & Person(y) & ParkBench(x) & ParkBench(y) & SittingOn(x, y) & SittingOn(y, x) & SunnyDay(x) & SunnyDay(y))	Two people are sitting on a park bench on a hot day	exists x. exists y. (Person(x) & Person(y) & ParkBench(x) & ParkBench(y) & HotDay(x) & HotDay(y))	n	False	False
407	The child is splashing water in a big red pool	exists x. exists y. exists z. (Child(x) & Water(y) & Pool(z) & SplashingIn(x, y, z))	A toddler is making a splash inside a blue paddling pool	exists x. exists y. (Toddler(x) & BluePaddlingPool(y) & MakingSplashInside(x, y))	n	False	False
408	A grey silky dog is lying in the grass and a brown dog is looking on	exists x. exists y. (GreySilkyDog(x) & BrownDog(y) & LyingInGrass(x) & LookingOn(y, x))	The brown dog is spotting a black dog lying in the dry grass	exists x. exists y. (BrownDog(x) & BlackDog(y) & Spotting(x, y) & LyingInDryGrass(y))	n	False	False
409	A black dog and a small white and black dog are looking up at a kitchen countertop	exists x.exists y.exists z. (BlackDog(x) & SmallWhiteAndBlackDog(y) & KitchenCountertop(z) -> LookingAt(x, y, z))	A large dog and a small dog are standing next to the kitchen counter and are investigating	exists x.exists y.exists z. (LargeDog(x) & SmallDog(y) & KitchenCounter(z) -> (StandingNextTo(x, z) & StandingNextTo(y, z) & Investigating(x, y, z)))	e	False	False
410	A man is not rock climbing and a city and a bay are in the background	exists x. (Man(x) & not RockClimbing(x)) & exists y. (City(y) & InBackground(y)) & exists z. (Bay(z) & InBackground(z))	A man is rock climbing and a city and a bay are in the background	exists x. (Man(x) & RockClimbing(x)) & exists y. (City(y) & InBackground(y)) & exists z. (Bay(z) & InBackground(z))	c	False	False
411	A man is rock climbing, pausing and calculating the route	exists x. (Man(x) -> (RockClimbing(x) & Pausing(x) & CalculatingRoute(x)))	A man is rock climbing, stopping and calculating the route	exists x. (Man(x) -> (RockClimbing(x) & Stops(x) & CalculatesRoute(x)))	e	False	False
412	No group of people is gathering at a stand at the fair	not exists x. (GroupOfPeople(x) & GatheringAtStand(x))	The people are standing at a carnival	exists x. (Person(x) -> exists y. (Carnival(y) & StandingAt(x, y)))	n	False	False
413	A group of rollerbladers is lining up on the street	exists x. (RollerbladerGroup(x) -> LiningUpOnStreet(x))	A group of rollerbladers is lining up on the road	exists x. (RollerbladerGroup(x) -> LiningUpOnRoad(x))	e	False	False
414	A skateboarder is jumping off a ramp	exists x. exists y. (Skateboarder(x) & Ramp(y) -> JumpsOff(x, y))	A skateboarder is making a jump off a ramp	exists x.exists y.exists z. (Skateboarder(x) & Ramp(y) & Jump(z) -> Makes(x, y, z))	e	False	False
415	Two white dogs are quickly running together	exists x. exists y. (WhiteDog(x) & WhiteDog(y) & QuicklyRunningTogether(x, y))	Two white dogs are running together	exists x. exists y. (Dog(x) & Dog(y) & White(x) & White(y) & RunningTogether(x, y))	e	False	False
416	A group of people are standing around a sound mixing table	exists x.exists y.exists z. (Group(x) & Person(y) & SoundMixingTable(z) & StandingAround(y, z))	Some people is looking at sound equipment	exists x. (Person(x) & LookingAtSoundEquipment(x))	e	False	False
417	A girl is skipping rope on a sidewalk	exists x. exists y. exists z. (Girl(x) & Rope(y) & Sidewalk(z) & Skip(x, y, z))	A girl is skipping rope on near a street	exists x. (Girl(x) & SkippingRope(x) & NearStreet(x))	e	False	False
418	A girl is jumping rope on a sidewalk near a parking garage	exists x. exists y. exists z. (Girl(x) & JumpingRope(x) & Sidewalk(y) & ParkingGarage(z) & Near(x, y) & Near(x, z))	A girl is skipping rope on near a street	exists x. (Girl(x) & SkippingRope(x) & NearStreet(x))	n	False	False
419	A dog is swimming in a body of water	exists x. exists y. (Dog(x) & BodyOfWater(y) & SwimmingIn(x, y))	An animal is swimming in a body of water	exists x. exists y. (Animal(x) & BodyOfWater(y) -> SwimmingIn(x, y))	e	True	False
420	A woman is leaning on the ledge of a balcony	exists x. (Woman(x) & LeaningOnLedge(x, Balcony))	A man is leaning on the ledge of a balcony	exists x. (Man(x) & LeaningOnBalconyLedge(x))	n	False	False
421	A small white dog is running across a lawn	exists x. (Dog(x) & Small(x) & White(x) & RunningAcross(x, lawn))	A big white dog is running across a lawn	exists x. (Dog(x) & Big(x) & White(x) & RunningAcross(x, lawn))	n	False	False
422	A small group of people are standing and two are sitting on the sofa	exists x.exists y.exists z. (Person(x) & Person(y) & Person(z) & Standing(x) & Standing(y) & SittingOnSofa(z))	A group of five young adults are lounging indoors	exists x. (Group(x) & YoungAdults(x) & Lounging(x) & Indoors(x))	n	False	False
423	A young girl in a bikini is jumping on the beach	exists x. (YoungGirl(x) & WearingBikini(x) -> JumpingOnBeach(x))	A young girl in swimming suite is jumping on the beach	exists x. (YoungGirl(x) & InSwimmingSuite(x) -> JumpsOnBeach(x))	e	False	False
424	A blond child is going down a slide and throwing up his arms	exists x. (BlondChild(x) -> (GoingDownSlide(x) & ThrowingUpArms(x)))	A child with dark hair is going down a slide and throwing up his arms	exists x. (Child(x) & DarkHair(x) -> (GoingDownSlide(x) & ThrowingUpArms(x)))	c	False	False
425	Two dogs are playing in a forest	exists x. exists y. (Dog(x) & Dog(y) & PlayingIn(x, y, Forest))	A brown dog is running after a black dog on a rocky shore	exists x.exists y.exists z. (BrownDog(x) & BlackDog(y) & RockyShore(z) -> RunningAfter(x, y, z))	n	False	False
426	A white dog is approaching a golden dog on pebbly beach	exists x.exists y. (WhiteDog(x) & GoldenDog(y) & PebblyBeach(z) -> Approaching(x, y, z))	Two dogs are playing on a rocky beach	exists x. exists y. (Dog(x) & Dog(y) & PlayingOnRockyBeach(x) & PlayingOnRockyBeach(y))	n	False	False
427	Two young girls are wearing hats and sticking their colored tongues out	exists x. exists y. (YoungGirl(x) & YoungGirl(y) & WearingHat(x) & WearingHat(y) & StickingTongueOut(x) & StickingTongueOut(y))	Two kids are sticking out blue and green colored tongues	exists x. exists y. (Kid(x) & Kid(y) & StickingOutBlueTongue(x) & StickingOutGreenTongue(y))	n	False	False
428	Two boys are laying in the ocean close to the beach	exists x. exists y. (Boy(x) & Boy(y) & LayingInOcean(x) & LayingInOcean(y) & CloseToBeach(x) & CloseToBeach(y))	Two boys are laying in the water close to the beach	exists x. exists y. (Boy(x) & Boy(y) & LayingInWater(x) & LayingInWater(y) & CloseToBeach(x) & CloseToBeach(y))	e	False	False
429	A large man is sitting in a military accessories store	exists x. (LargeMan(x) & SittingIn(x, MilitaryAccessoriesStore))	A veteran is showing different things from a war to some people	exists x. exists y. exists z. (Veteran(x) & War(y) & Person(z) -> Shows(x, y, z))	n	False	False
430	A dog with a blue collar is playing with the ball outside	exists x. (Dog(x) & HasBlueCollar(x) -> PlayingWithBallOutside(x))	A grey dog is bouncing a soccer ball on its head in a grass field	exists x.exists y.exists z. (GreyDog(x) & SoccerBall(y) & GrassField(z) -> BouncingOnHead(x, y, z))	n	False	False
431	A young woman with Indian clothing and henna on her hand is going through paperwork	exists x. (YoungWoman(x) & IndianClothing(x) & HennaOnHand(x) -> GoingThroughPaperwork(x))	A woman is wearing a colorful shirt and a lot of jewelry	exists x. (Woman(x) & exists y. (ColorfulShirt(y) & Wears(x, y)) & exists z. (Jewelry(z) & Wears(x, z)))	n	False	False
432	A man in a jersey which is black is standing in a gym	exists x.exists y. (Man(x) & Jersey(y) & Wears(x, y) & Black(y) -> exists z. (Gym(z) & StandingIn(x, z)))	A man in a black jersey is standing in a gym	exists x. (Man(x) & WearsBlackJersey(x) -> exists y. (Gym(y) & StandingIn(x, y)))	e	False	False
433	A man in a black jersey is standing in a gym	exists x. (Man(x) & WearsBlackJersey(x) -> exists y. (Gym(y) & StandingIn(x, y)))	A man is standing in a gym and is wearing a jersey	exists x. (Man(x) & StandingInGym(x) & WearingJersey(x))	e	False	False
434	A little brown and white dog is running on the sidewalk	exists x. (Dog(x) & Little(x) & Brown(x) & White(x) & RunningOnSidewalk(x))	A little brown and white dog is running on the road	exists x. (Dog(x) & Little(x) & Brown(x) & White(x) & RunningOnRoad(x))	n	False	False
435	A dog is turning on the grass and pursuing a flying tennis ball	exists x. (Dog(x) -> (TurningOnGrass(x) & PursuingFlyingTennisBall(x)))	A yellow dog is chasing a ball	exists x.exists y. (YellowDog(x) & Ball(y) -> Chasing(x, y))	n	False	False
436	A woman in blue jeans is standing in front of a group of children beside a stone built house	exists x.exists y.exists z. (Woman(x) & BlueJeans(x) & GroupOfChildren(y) & StoneBuiltHouse(z) -> StandingInFrontOf(x, y) & Beside(x, z))	No lady is standing on the street and is surrounded by school children	not exists x. (Lady(x) & StandingOnStreet(x) & SurroundedBySchoolChildren(x))	n	False	False
437	A lady is standing on the street and is surrounded by school children	exists x.exists y. (Lady(x) & Street(y) -> exists z. (SchoolChild(z) & SurroundedBy(x, z, y)))	A man in blue jeans is standing in front of a group of children beside a stone built house	exists x.exists y.exists z. (Man(x) & BlueJeans(x) & GroupOfChildren(y) & StoneBuiltHouse(z) -> StandingInFrontOf(x, y) & Beside(x, z))	n	False	False
438	A guy is leaping into the air in wood	exists x. (Guy(x) & LeapingIntoAir(x) & InWood(x))	A guy is leaping into the air in a wooded area	exists x. (Guy(x) & Leaping(x) & IntoAir(x) & WoodedArea(x))	n	False	False
439	A dog is running with a ball	exists x.exists y. (Dog(x) & Ball(y) & Running(x, y))	The black dog is carrying a blue and white ball in its mouth	exists x.exists y. (BlackDog(x) & BlueAndWhiteBall(y) -> CarryingInMouth(x, y))	n	False	False
440	The man in blue is posing for a picture next to a vehicle	exists x.exists y.exists z. (Man(x) & Blue(x) & Picture(y) & Vehicle(z) -> PosingNextTo(x, y, z))	A man is standing at the wheel of a classic American car that has its door and trunk open	exists x. exists y. exists z. (Man(x) & ClassicAmericanCar(y) & Wheel(z) & StandingAt(x, z) & DoorOpen(y) & TrunkOpen(y))	n	False	False
441	A man is skiing down a hill and jumping a red obstacle	exists x. (Man(x) & Skiing(x) & Jumping(x, redObstacle))	A man is snowboarding down a railing in the snow	exists x. (Man(x) & Snowboarding(x) & DownRailing(x) & InSnow(x))	n	False	False
442	The skateboarder is jumping in the air	exists x. (Skateboarder(x) & JumpingInAir(x))	A skateboarder is jumping in the air	exists x. (Skateboarder(x) -> JumpingInAir(x))	e	True	False
443	A snowboarder is grinding down a long concrete rail	exists x.exists y. (Snowboarder(x) & LongConcreteRail(y) -> Grinding(x, y))	A person is doing acrobatics on a snowboard	exists x. (Person(x) & Acrobatics(x) & On(x, snowboard))	n	False	False
444	A group of people is walking down the street and a person in a green hat is on the phone	exists x. exists y. (Group(x) & Person(y) & WalkingDownStreet(x) & GreenHat(y) & OnPhone(y))	Four people are walking along a city sidewalk and the one in the green hat is phoning someone	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & WalkingAlongSidewalk(x, y, z, w) & GreenHat(x) & Phoning(x, w))	n	False	False
445	A surfer is surfing a big wave	exists x.exists y. (Surfer(x) & Wave(y) & Big(y) -> Surfing(x, y))	A surfer is surfing a huge wave	exists x.exists y. (Surfer(x) & Wave(y) & Huge(y) -> Surfing(x, y))	e	False	False
446	A person with a red hooded jacket and a black backpack is walking near a rocky wall	exists x. (Person(x) & RedHoodedJacket(x) & BlackBackpack(x) -> WalkingNearRockyWall(x))	A man in a red jacket and khaki pants is walking through an European state	exists x. (Man(x) & WearingRedJacket(x) & WearingKhakiPants(x) -> WalkingThroughEuropeanState(x))	n	False	False
447	The players is maneuvering for the soccer ball	exists x.exists y. (Player(x) & SoccerBall(y) -> ManeuversFor(x, y))	A man in green is kicking a soccer ball and a man in purple and white is rising up	exists x.exists y.exists z. (Man(x) & Green(x) & SoccerBall(y) & Kicking(x, y) & Man(z) & PurpleAndWhite(z) -> RisingUp(z))	n	False	False
448	The man dressed in leather chaps and a purple shirt is standing in front of someone lookers	exists x.exists y. (Man(x) & DressedInLeatherChaps(x) & PurpleShirt(x) & StandingInFrontOf(x, y) -> Looker(y))	A man is wearing a purple shirt and black leather chaps and is posing for the camera	exists x. (Man(x) & WearingPurpleShirt(x) & WearingBlackLeatherChaps(x) & PosingForCamera(x))	n	False	False
449	A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	exists x. exists y. exists z. (Dog(x) & SandyArea(y) & Sand(z) & InArea(x, y) & StirredUpIntoAir(z) -> HasPlantsInBackground(x))	A dog is in the sand that is blowing in the air	exists x. exists y. exists z. (Dog(x) & Sand(y) & Air(z) & In(x, y) & BlowingIn(y, z))	n	False	False
450	No dog is in the sand that is blowing in the wind	exists x. (Dog(x) & InSand(x) -> not BlowingInWind(x))	A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background	exists x. exists y. exists z. (Dog(x) & SandyArea(y) & Sand(z) & InArea(x, y) & StirredUpIntoAir(z) -> HasPlantsInBackground(x))	c	False	False
451	The black and white dog is running in a green yard	exists x.exists y.exists z. (BlackDog(x) & WhiteDog(y) & GreenYard(z) -> RunsIn(x, y, z))	A black and white dog is running outdoors	exists x. (Dog(x) & Black(x) & White(x) -> RunsOutdoors(x))	e	False	False
452	A dog is jumping into the air in the country	exists x. exists y. (Dog(x) & Country(y) & JumpsIntoAir(x, y))	A dog is jumping in the shade of some trees	exists x.exists y. (Dog(x) & Tree(y) & JumpsInShade(x, y))	n	False	False
453	A dog is jumping in the shade of some trees	exists x.exists y. (Dog(x) & Tree(y) & JumpsInShade(x, y))	A cat is jumping high into the air in the country	exists x.exists y. (Cat(x) & Country(y) -> JumpsHighIntoAir(x, y))	n	False	False
454	A cluster of four brown dogs are playing in a field of brown grass	exists x. exists y. exists z. (Cluster(x) & Dog(y) & Dog(z) & Brown(y) & Brown(z) & PlayingIn(y, x) & PlayingIn(z, x))	Four dogs are not playing in a grassy area	exists x. (Dog(x) & not PlayingInGrassyArea(x))	c	False	False
455	A big brown and white spotted dog is lying on a jacket on the street	exists x. (Dog(x) & Big(x) & Brown(x) & WhiteSpotted(x) & LyingOn(x, jacket) & OnStreet(x))	The dog is having a nap in the park	exists x. (Dog(x) & exists y. (Park(y) & Napping(x, y)))	n	False	False
456	A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up	exists x.exists y. (Man(x) & YellowSportBike(x) & Wheelie(x) & Friend(y) & BlackBike(y) -> CatchingUp(y))	The rider dressed in orange is driving a motorcycle on one wheel	exists x.exists y. (Rider(x) & Motorcycle(y) & DressedInOrange(x) -> DrivingOnOneWheel(x, y))	n	False	False
457	An elder man is sitting on a bench and is wearing a gray jacket and black pants	exists x. (ElderMan(x) & SittingOnBench(x) & WearingGrayJacket(x) & WearingBlackPants(x))	An elderly man is sitting on a bench	exists x. exists y. (ElderlyMan(x) & Bench(y) & SittingOn(x, y))	e	False	False
