	nl_ps	fol_ps	nl_h	fol_h	label	e_pred	c_pred
330	A tower is being looked at by a blonde lady	exists z500. exists x.exists y. (Tower(x) & (Blonde(y, z500) & Lady(z500)) & LookingAt(y, x))	A woman is looking at the view of a city	exists x. exists y. (Woman(x) & City(y) & View(x, y))	n	False	False
331	A man is standing on the top of the rocks with clouds behind them	exists z500. exists x. (Man(x) & StandingOnRocks(x) & (Clouds(x, z500) & Behind(z500)))	Somebody is standing on a mountain top	exists x. (StandingOnMountainTop(x))	n	False	False
332	A child is smiling at the camera and swimming underwater	exists z500. exists x. (Child(x) & SmilingAtCamera(x) & (Swimming(x, z500) & Underwater(z500)))	A child is swimming underwater in a pool	exists x. exists y. (Child(x) & Pool(y) & SwimmingUnderwater(x, y))	n	False	False
333	An American footballer is wearing the red and white strip	exists z500. all x. ((American(x, z500) & Footballer(z500)) -> WearsRedAndWhiteStrip(x))	A football player is wearing black armbands	exists z500. all x. ((Football(x, z500) & Player(z500)) -> WearingBlackArmband(x))	n	False	False
334	A small child is showing excitement on a swing set at the park	exists z500. exists z500. exists x. ((Small(x, z500) & Child(z500)) & Excitement(x) & OnSwingSet(x) & (At(x, z500) & Park(z500)))	The girl, who is little, is swinging and the woman is standing behind	exists z500. all x.all y. (Girl(x) & Little(x) & Woman(y) -> (Swinging(x) & (Standing(y, z500) & Behind(z500))))	n	False	False
335	A surfer is riding the wave	all x.all y. (Surfer(x) & Wave(y) -> Riding(x, y))	A man is falling off a surfboard in the water	exists x. (Man(x) & FallingOffSurfboard(x))	n	False	False
336	The group of people is sitting in a dim room	all x. (Group(x) -> SittingInDimRoom(x))	The group of people is sitting in a room which is dim	exists z500. all x. all y. (Group(x) & Person(y) & SittingIn(y, x) -> (Dim(x, z500) & Room(z500)))	e	False	False
337	A man and two women in a dark room are sitting at a table with candles	exists z500. exists x. exists y. exists z. (Man(x) & Woman(y) & Woman(z) & (Dark(x, z500) & Room(z500)) & DarkRoom(y) & DarkRoom(z) & Table(x) & Table(y) & Table(z) & SittingAt(x, y, z))	The group of people is sitting in a dim room	all x. (Group(x) -> SittingInDimRoom(x))	e	False	False
338	A man and two women in a darkened room are sitting at a table with candles	exists z500. exists x. exists y. exists z. (Man(x) & Woman(y) & Woman(z) & (Darkened(x, z500) & Room(z500)) & DarkenedRoom(y) & DarkenedRoom(z) & SittingAtTableWithCandles(x, y, z))	The group of dim people is sitting in a room	exists z500. all x. ((Dim(x, z500) & Person(z500)) -> SittingInRoom(x))	n	False	False
339	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer	exists z500. exists z500. all x.all y.all z. (Man(x) & (White(x, z500) & Shirt(z500)) & Sunglasses(x) & Man(y) & (Black(y, z500) & Shirt(z500)) & Sunglasses(y) & Table(z) & FourBottlesOfBeer(z) -> SittingAtTable(x, y, z))	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles	exists z500. exists z500. all x.all y.all z. (Man(x) & (White(x, z500) & Shirt(z500)) & Sunglasses(x) & Man(y) & (Black(y, z500) & Shirt(z500)) & Sunglasses(y) & Table(z) & FourBeerBottles(z) -> SittingAtTable(x, y, z))	e	False	False
340	The woman is not wearing a red jacket and is not holding a glass in front of the man in a white t-shirt	exists z500. not (Woman(x) & (Red(y, z500) & Jacket(z500)) & Wearing(x, y) & Man(z) & WhiteTShirt(w) & HoldingGlassInFrontOf(z, w))	A person is wearing a red jacket and holding a beer	exists z500. exists x. (Person(x) & WearingRedJacket(x) & (Holding(x, z500) & Beer(z500)))	n	False	False
341	A child is watching someone playing outdoors and is spouting water over the rest of his family 	exists z500. all x.all y.all z. (Child(x) & Person(y) & Outdoors(z) & Watching(x, y, z) -> (Spouting(x, z500) & Water(z500)))	A boy is holding a hose next to a man and another boy is watching	all x. all y. all z. (Boy(x) & Hose(y) & Man(z) -> (Holds(x, y) & NextTo(x, z))) & (Boy(w) & Watches(w, x))	n	False	False
342	A young girl in a blue leotard is jumping in the air	exists z500. exists z500. exists x. ((Young(x, z500) & Girl(z500)) & (Blue(x, z500) & Leotard(z500)) & JumpingInAir(x))	A young girl in a leotard colored in blue is jumping in the air	exists z500. exists z500. all x. ((Young(x, z500) & Girl(z500)) & (Wears(x, z500) & Leotard(z500)) & ColoredInBlue(x) -> JumpsInAir(x))	e	False	False
343	The young girl in blue is jumping in the air	exists z500. exists x. ((Young(x, z500) & Girl(z500)) & Blue(x) & JumpingInAir(x))	A young girl in blue is jumping in the air	exists z500. all x. ((Young(x, z500) & Girl(z500)) & Blue(x) -> JumpingInAir(x))	e	False	False
344	The bunch of men are playing rugby on a field full of mud	all x.all y.all z. (Bunch(x) & Men(y) & Rugby(z) & Field(f) & FullOfMud(f) -> PlayingOn(y, z, f))	Some men are playing rugby	exists z500. exists x. (Man(x) & (Playing(x, z500) & Rugby(z500)))	e	False	False
345	There is no little boy wearing a green soccer strip and running on the grass	exists z500. not exists x. ((Little(x, z500) & Boy(z500)) & WearingGreenSoccerStrip(x) & RunningOnGrass(x))	A little boy is wearing a green soccer strip and is running on the grass	exists z500. exists x. ((Little(x, z500) & Boy(z500)) & WearingGreenSoccerStrip(x) & RunningOnGrass(x))	c	False	False
346	The man at the beach is not doing a handstand on the wet sand at the edge of the water	exists z500. all x. (Man(x) & (At(x, z500) & Beach(z500)) -> not DoingHandstandOnWetSand(x))	The man is doing a handstand on the wet sand at the edge of the water at the beach	exists z500. all x.all y.all z. (Man(x) & Handstand(y) & (Wet(z, z500) & Sand(z500)) & AtEdgeOfWater(x, z) -> Doing(x, y, z))	c	False	False
347	A young mother is playing with her boy in the park	exists z500. all x.all y. ((Young(x, z500) & Mother(z500)) & Boy(y) & Park(z) -> PlaysWith(x, y, z))	A young boy is playing in the park with his mother	exists z500. all x.all y.all z. ((Young(x, z500) & Boy(z500)) & Park(y) & Mother(z) & PlaysIn(x, y) -> With(x, z))	e	False	False
348	A man is spraying a super soaker into the mouth of a dog	exists z500. all x.all y. (Man(x) & (Super(x, z500) & Soaker(z500)) & Dog(y) -> SpraysIntoMouth(x, y))	There is no man spraying a super soaker into the mouth of a dog	not exists x. (Man(x) & SprayingSuperSoaker(x) & IntoMouthOfDog(x))	c	False	False
349	There is no man spraying a super soaker into the mouth of a dog	not exists x. (Man(x) & SprayingSuperSoaker(x) & IntoMouthOfDog(x))	A man is squirting water into the mouth of a white dog with a squirt gun	exists z500. exists x. exists y. exists z. (Man(x) & Dog(y) & (Squirt(z, z500) & Gun(z500)) & SquirtsWaterIntoMouth(x, y, z))	n	False	False
350	A boy under an umbrella is being held by his father who is wearing a blue coat	all x.all y.all z. (Boy(x) & Umbrella(y) & Father(z) & Holds(z, x, y) -> WearsBlueCoat(z))	A boy, who is wearing a blue coat, is being held by his father under an umbrella 	all x. (Boy(x) & WearingBlueCoat(x) -> HeldByFatherUnderUmbrella(x))	n	False	False
351	A boy under an umbrella is being held by his father who is wearing a blue coat	all x.all y.all z. (Boy(x) & Umbrella(y) & Father(z) & Holds(z, x, y) -> WearsBlueCoat(z))	A child is experiencing a new world	all x. (Child(x) -> ExperiencingNewWorld(x))	n	False	False
352	A dog is playing alone on a beach covered by snow	exists z500. exists z500. exists x. (Dog(x) & (Playing(x, z500) & Alone(z500)) & (On(x, z500) & Beach(z500)) & CoveredBySnow(x))	A dog is walking along a snowdrift	exists x. exists y. (Dog(x) & Snowdrift(y) & WalkingAlong(x, y))	n	False	False
353	A surfer is riding a big wave across dark green water	exists z500. all x.all y.all z. (Surfer(x) & Wave(y) & Water(z) & Riding(x, y) & Big(y) & (Dark(z, z500) & Green(z500)) -> Surfing(x, y, z))	The surfer is riding a small wave	exists z500. exists x. exists y. (Surfer(x) & (Small(y, z500) & Wave(z500)) & Riding(x, y))	c	False	False
354	A tennis player is lunging to the left	exists z500. all x. ((Tennis(x, z500) & Player(z500)) -> LungesToLeft(x))	A tennis player is jumping to the left	exists z500. exists x. ((Tennis(x, z500) & Player(z500)) & Jumping(x, Left))	e	False	False
355	Two dogs are looking at something that is splashing in the water	exists x. exists y. exists z. (Dog(x) & Dog(y) & Splashing(z) & LookingAt(x, z) & LookingAt(y, z))	Some dogs are not playing in a stream	exists x. (Dog(x) & not PlayingInStream(x))	n	False	False
356	Two white dogs are playing with a brown dog and a tennis ball	exists z500. exists z500. exists z500. exists x. exists y. exists z. exists w. ((White(x, z500) & Dog(z500)) & WhiteDog(y) & (Brown(z, z500) & Dog(z500)) & (Tennis(w, z500) & Ball(z500)) & PlayingWith(x, y, z, w))	Two white dogs are playing with a brown dog and a ball	exists z500. exists z500. exists x. exists y. exists z. exists w. ((White(x, z500) & Dog(z500)) & WhiteDog(y) & (Brown(z, z500) & Dog(z500)) & Ball(w) & PlayingWith(x, y, z, w))	e	False	False
357	A person in a pink jacket is running onto the field	all x. (Person(x) & WearsPinkJacket(x) -> RunsOntoField(x))	Four athletes are with a woman in a crowded stadium	exists x.exists y.exists z.exists w. (Athlete(x) & Athlete(y) & Athlete(z) & Athlete(w) & Woman(w) & With(x, y, z, w) & CrowdedStadium(x, y, z, w))	n	False	False
358	A woman dressed in elegant clothing is inside a crowd of people and is looking up	exists z500. all x. (Woman(x) & DressedInElegantClothing(x) -> (exists y. (Crowd(y) & Inside(x, y)) & (Looking(x, z500) & Up(z500))))	A woman dressed in elegant clothing is inside a crowd of people and is looking down	exists z500. exists z500. all x. (Woman(x) & DressedInElegantClothing(x) -> ((Inside(x, z500) & Crowd(z500)) & (Looking(x, z500) & Down(z500))))	n	False	False
359	An Asian woman is holding a fur scarf	exists z500. exists z500. exists x. ((Asian(x, z500) & Woman(z500)) & exists y. ((Fur(y, z500) & Scarf(z500)) & Holding(x, y)))	An elegant woman is inside a crowd of people and is looking down	exists z500. exists z500. all x. ((Elegant(x, z500) & Woman(z500)) -> (exists y. (Crowd(y) & Inside(x, y)) & (Looking(x, z500) & Down(z500))))	n	False	False
360	A kid in a white t-shirt is splashing in shallow water	all x. (Kid(x) & WearingWhiteTShirt(x) -> SplashingInShallowWater(x))	A boy is running through the water at the beach	exists z500. exists z500. exists x. (Boy(x) & Running(x) & (Through(x, z500) & Water(z500)) & (At(x, z500) & Beach(z500)))	n	False	False
361	A girl is running through the water at the beach	exists z500. exists z500. exists x. (Girl(x) & Running(x) & (Through(x, z500) & Water(z500)) & (At(x, z500) & Beach(z500)))	A boy in a white t-shirt is splashing in shallow water	all x. (Boy(x) & WearingWhiteTShirt(x) -> SplashingInShallowWater(x))	n	False	False
362	A boy in a white t-shirt is splashing in shallow water	all x. (Boy(x) & WearingWhiteTShirt(x) -> SplashingInShallowWater(x))	A boy is running through the water at the beach	exists z500. exists z500. exists x. (Boy(x) & Running(x) & (Through(x, z500) & Water(z500)) & (At(x, z500) & Beach(z500)))	n	False	False
363	The kids are not wearing suits and water is splashing around	exists z500. not exists x. (Kid(x) & (Wearing(x, z500) & Suit(z500))) & exists y. (Water(y) & Splashing(y))	Children in swimming suits are playing in the water	all x. (Child(x) & WearingSwimmingSuit(x) -> PlayingInWater(x))	n	False	False
364	A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head	exists z500. exists x. ((Young(x, z500) & Girl(z500)) & WearingBluePatternedSwimSuit(x) & WearingBlackAndYellowSwimCap(x) & WearingBlueSwimmingGoggles(x))	A little girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on the head	exists z500. exists x. ((Little(x, z500) & Girl(z500)) & WearingBluePatternedSwimSuit(x) & WearingBlackAndYellowSwimCap(x) & WearingBlueSwimmingGoggles(x))	e	False	False
365	A female cheerleader is sitting on the knee of a male cheerleader	exists z500. exists z500. all x.all y. ((Female(x, z500) & Cheerleader(z500)) & (Male(y, z500) & Cheerleader(z500)) -> SittingOnKnee(x, y))	Some cheerleaders are relaxing	exists x. (Cheerleader(x) & Relaxing(x))	n	False	False
366	The girl has red hair and eyebrows, several piercings in a ear and a drawing on the back	exists z500. exists z500. all x. (Girl(x) -> ((Red(x, z500) & Hair(z500)) & (Red(x, z500) & Eyebrows(z500)) & PiercingsInEar(x) & DrawingOnBack(x)))	The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back	exists z500. exists z500. all x. (Girl(x) -> ((Red(x, z500) & Hair(z500)) & (Red(x, z500) & Eyebrows(z500)) & PiercingsInEar(x) & TattooOnBack(x)))	e	False	False
367	The girl has red hair and eyebrows, several piercings in a ear and no tattoo on the back	exists z500. exists z500. all x. (Girl(x) -> ((Red(x, z500) & Hair(z500)) & (Red(x, z500) & Eyebrows(z500)) & PiercingsInEar(x) & not TattooOnBack(x)))	A girl with red hair and red eyebrows is in midspeech	exists z500. exists z500. all x. (Girl(x) & (Red(x, z500) & Hair(z500)) & (Red(x, z500) & Eyebrows(z500)) -> Midspeech(x))	n	False	False
368	Two people are driving a jeep and a lady is sitting on the top of it	exists x. exists y. exists z. (Person(x) & Person(y) & Jeep(z) & Driving(x, z) & Driving(y, z) & Lady(z) & SittingOnTop(z))	Two people are driving a jeep and a girl is sitting on the top of it	exists x. exists y. exists z. (Person(x) & Person(y) & Jeep(z) & Driving(x, z) & Driving(y, z) & Girl(z) & SittingOnTop(z))	e	False	False
369	A girl has colored patches on the cheeks	all x. (Girl(x) -> HasColoredPatchesOnCheeks(x))	A girl is standing in a group and is wearing a black shirt and pink beads	exists x. (Girl(x) & StandingInGroup(x) & WearingBlackShirt(x) & WearingPinkBeads(x))	n	False	False
370	Two dogs are running through water	exists x. exists y. (Dog(x) & Dog(y) & RunningThroughWater(x) & RunningThroughWater(y))	Two dogs are running through high grass	exists x. exists y. (Dog(x) & Dog(y) & RunningThroughHighGrass(x) & RunningThroughHighGrass(y))	n	False	False
371	Some people and vehicles are on a crowded street	exists z500. exists x.exists y.exists z. (Person(x) & Person(y) & Person(z) & Vehicle(x) & Vehicle(y) & Vehicle(z) & (Crowded(x, z500) & Street(z500)) & CrowdedStreet(y) & CrowdedStreet(z))	Some people and vehicles are on a almost empty street	exists z500. exists x.exists y. (Person(x) & Vehicle(y) & OnStreet(x, y) & (Almost(y, z500) & Empty(z500)))	c	False	False
372	A young girl with painted face is standing next to some other children	exists z500. exists z500. all x.all y. ((Young(x, z500) & Girl(z500)) & (Painted(x, z500) & Face(z500)) & Child(y) -> StandingNextTo(x, y))	Children are being dressed in costumes and playing a game	all x.all y.all z. (Child(x) & Costume(y) & Game(z) -> DressedIn(x, y) & Playing(x, z))	n	False	False
373	There is no bmx biker jumping dirt ramps in front of a body of water	exists z500. not exists x. ((Bmx(x, z500) & Biker(z500)) & JumpingDirtRamps(x) & InFrontOfBodyOfWater(x))	Two bmx bikers are jumping dirt ramps in front of a body of water	exists z500. exists z500. exists x. exists y. exists z. ((Bmx(x, z500) & Biker(z500)) & BmxBiker(y) & (Dirt(z, z500) & Ramp(z500)) & Jumping(x, z) & Jumping(y, z))	c	False	False
374	A man is doing a trick on a skateboard	exists x. exists y. (Man(x) & Skateboard(y) & DoingTrickOn(x, y))	A person is doing a trick on a skateboard	all x. all y. (Person(x) & Skateboard(y) -> DoingTrickOn(x, y))	e	False	False
375	A man in a motocross uniform is wearing a helmet and rides a red motorcycle	exists z500. all x. (Man(x) & WearsMotocrossUniform(x) -> ((Wears(x, z500) & Helmet(z500)) & RidesRedMotorcycle(x)))	A person in a motocross uniform is wearing a helmet and rides a red motorcycle	exists z500. all x. (Person(x) & WearsMotocrossUniform(x) -> ((Wears(x, z500) & Helmet(z500)) & RidesRedMotorcycle(x)))	e	False	False
376	A boy in a striped shirt is jumping behind a water fountain	exists z500. exists z500. all x.all y. (Boy(x) & (Striped(x, z500) & Shirt(z500)) & (Water(y, z500) & Fountain(z500)) -> JumpsBehind(x, y))	A boy in a striped shirt is jumping in front of a water fountain	exists z500. exists z500. all x.all y. (Boy(x) & (Striped(x, z500) & Shirt(z500)) & (Water(y, z500) & Fountain(z500)) -> JumpsInFrontOf(x, y))	n	False	False
377	Two large dogs, a light colored one and a dark one, are sleeping on a snowy terrain	exists z500. exists x. exists y. (Dog(x) & Dog(y) & Large(x) & Large(y) & (Light(x, z500) & Colored(z500)) & Dark(y) & SleepingOn(x, y, SnowyTerrain))	Two dogs are leaping through snowy grass and rocks	exists z500. exists x. exists y. (Dog(x) & Dog(y) & Leaping(x) & Leaping(y) & (Snowy(x, z500) & Grass(z500)) & SnowyGrass(y) & Rocks(x) & Rocks(y))	n	False	False
378	A girl in blue is sliding down a green slide	exists z500. all x.all y.all z. (Girl(x) & Blue(x) & (Green(y, z500) & Slide(z500)) & Slide(z) -> SlidingDown(x, y, z))	The young girl in blue is enjoying a slide	exists z500. exists z500. exists z500. all x. ((Young(x, z500) & Girl(z500)) & (Wearing(x, z500) & Blue(z500)) -> (Enjoying(x, z500) & Slide(z500)))	e	False	False
379	A white man is walking next to a building in a big city	exists z500. exists z500. exists x. exists y. exists z. ((White(x, z500) & Man(z500)) & Building(y) & (Big(z, z500) & City(z500)) & WalkingNextTo(x, y, z))	A black man is walking next to a building in a big city	exists z500. exists z500. exists x. exists y. exists z. ((Black(x, z500) & Man(z500)) & Building(y) & (Big(z, z500) & City(z500)) & WalkingNextTo(x, y, z))	n	False	False
380	A man with no hat is sitting on the ground	exists z500. all x. (Man(x) & not (Has(x, z500) & Hat(z500)) -> SittingOnGround(x))	A man with a backwards hat is sitting on the ground	all x. (Man(x) & WearsBackwardsHat(x) -> SittingOnGround(x))	n	False	False
381	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of an old man with grey hair	exists z500. exists z500. exists z500. exists z500. all x.all y.all z. (Girl(x) & (Blue(x, z500) & Sweater(z500)) & (Multicolor(y, z500) & Toy(z500)) & (Old(z, z500) & Man(z500)) & (Grey(z, z500) & Hair(z500)) -> (Holding(x, y) & SittingOnShoulders(x, z)))	A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	exists z500. exists z500. exists z500. all x.all y.all z. (Girl(x) & (Blue(x, z500) & Sweater(z500)) & (Multicolor(y, z500) & Toy(z500)) & Man(z) & (Grey(z, z500) & Hair(z500)) -> (Holding(x, y) & SittingOnShoulders(x, z)))	e	False	False
382	The man is going into the water	all x. (Man(x) -> GoesIntoWater(x))	The person is going into the sea	all x. (Person(x) -> GoingIntoSea(x))	n	False	False
383	Two people are sitting on a park bench on a sunny day	exists z500. exists z500. exists x. exists y. (Person(x) & Person(y) & (Park(x, z500) & Bench(z500)) & ParkBench(y) & SittingOn(x, y) & SittingOn(y, x) & (Sunny(x, z500) & Day(z500)) & SunnyDay(y))	Two people are sitting on a park bench on a hot day	exists z500. exists z500. exists x. exists y. (Person(x) & Person(y) & (Park(x, z500) & Bench(z500)) & ParkBench(y) & (Hot(x, z500) & Day(z500)) & HotDay(y))	n	False	False
384	The child is splashing water in a big red pool	exists x. exists y. exists z. (Child(x) & Water(y) & Pool(z) & SplashingIn(x, y, z))	A toddler is making a splash inside a blue paddling pool	exists x. exists y. (Toddler(x) & BluePaddlingPool(y) & MakingSplashInside(x, y))	n	False	False
385	A grey silky dog is lying in the grass and a brown dog is looking on	exists z500. exists x. exists y. (GreySilkyDog(x) & (Brown(y, z500) & Dog(z500)) & LyingInGrass(x) & LookingOn(y, x))	The brown dog is spotting a black dog lying in the dry grass	exists z500. exists z500. exists x. exists y. ((Brown(x, z500) & Dog(z500)) & (Black(y, z500) & Dog(z500)) & Spotting(x, y) & LyingInDryGrass(y))	n	False	False
386	A black dog and a small white and black dog are looking up at a kitchen countertop	exists z500. exists z500. all x.all y.all z. ((Black(x, z500) & Dog(z500)) & SmallWhiteAndBlackDog(y) & (Kitchen(z, z500) & Countertop(z500)) -> LookingAt(x, y, z))	A large dog and a small dog are standing next to the kitchen counter and are investigating	exists z500. exists z500. exists z500. all x.all y.all z. ((Large(x, z500) & Dog(z500)) & (Small(y, z500) & Dog(z500)) & (Kitchen(z, z500) & Counter(z500)) -> (StandingNextTo(x, z) & StandingNextTo(y, z) & Investigating(x, y, z)))	e	False	False
387	A man is not rock climbing and a city and a bay are in the background	exists z500. exists z500. exists x. (Man(x) & not (Rock(x, z500) & Climbing(z500))) & exists y. (City(y) & (In(y, z500) & Background(z500))) & exists z. (Bay(z) & InBackground(z))	A man is rock climbing and a city and a bay are in the background	exists z500. exists z500. exists x. (Man(x) & (Rock(x, z500) & Climbing(z500))) & exists y. (City(y) & (In(y, z500) & Background(z500))) & exists z. (Bay(z) & InBackground(z))	c	False	False
388	A man is rock climbing, pausing and calculating the route	exists z500. exists z500. all x. (Man(x) -> ((Rock(x, z500) & Climbing(z500)) & Pausing(x) & (Calculating(x, z500) & Route(z500))))	A man is rock climbing, stopping and calculating the route	exists z500. exists z500. all x. (Man(x) -> ((Rock(x, z500) & Climbing(z500)) & Stops(x) & (Calculates(x, z500) & Route(z500))))	e	False	False
389	No group of people is gathering at a stand at the fair	not exists x. (GroupOfPeople(x) & GatheringAtStand(x))	The people are standing at a carnival	all x. (Person(x) -> exists y. (Carnival(y) & StandingAt(x, y)))	n	False	False
390	A group of rollerbladers is lining up on the street	exists z500. all x. ((Rollerblader(x, z500) & Group(z500)) -> LiningUpOnStreet(x))	A group of rollerbladers is lining up on the road	exists z500. all x. ((Rollerblader(x, z500) & Group(z500)) -> LiningUpOnRoad(x))	e	False	False
391	A skateboarder is jumping off a ramp	all x. all y. (Skateboarder(x) & Ramp(y) -> JumpsOff(x, y))	A skateboarder is making a jump off a ramp	all x.all y.all z. (Skateboarder(x) & Ramp(y) & Jump(z) -> Makes(x, y, z))	e	False	False
392	A group of people are standing around a sound mixing table	exists x.exists y.exists z. (Group(x) & Person(y) & SoundMixingTable(z) & StandingAround(y, z))	Some people is looking at sound equipment	exists x. (Person(x) & LookingAtSoundEquipment(x))	e	False	False
393	A girl is skipping rope on a sidewalk	exists x. exists y. exists z. (Girl(x) & Rope(y) & Sidewalk(z) & Skip(x, y, z))	A girl is skipping rope on near a street	exists z500. exists z500. exists x. (Girl(x) & (Skipping(x, z500) & Rope(z500)) & (Near(x, z500) & Street(z500)))	e	False	False
394	A girl is jumping rope on a sidewalk near a parking garage	exists z500. exists z500. exists x. exists y. exists z. (Girl(x) & (Jumping(x, z500) & Rope(z500)) & Sidewalk(y) & (Parking(z, z500) & Garage(z500)) & Near(x, y) & Near(x, z))	A girl is skipping rope on near a street	exists z500. exists z500. exists x. (Girl(x) & (Skipping(x, z500) & Rope(z500)) & (Near(x, z500) & Street(z500)))	n	False	False
395	A dog is swimming in a body of water	exists x. exists y. (Dog(x) & BodyOfWater(y) & SwimmingIn(x, y))	An animal is swimming in a body of water	all x. all y. (Animal(x) & BodyOfWater(y) -> SwimmingIn(x, y))	e	False	False
396	A woman is leaning on the ledge of a balcony	exists x. (Woman(x) & LeaningOnLedge(x, Balcony))	A man is leaning on the ledge of a balcony	exists x. (Man(x) & LeaningOnBalconyLedge(x))	n	False	False
397	A small white dog is running across a lawn	exists x. (Dog(x) & Small(x) & White(x) & RunningAcross(x, lawn))	A big white dog is running across a lawn	exists x. (Dog(x) & Big(x) & White(x) & RunningAcross(x, lawn))	n	False	False
398	The dog is on a leash and is walking near the water	exists z500. exists x. (Dog(x) & (On(x, z500) & Leash(z500)) & WalkingNearWater(x))	A black dog on a leash is walking in the water	exists z500. all x.all y. ((Black(x, z500) & Dog(z500)) & Leash(y) & OnLeash(x, y) -> WalkingInWater(x))	n	False	False
399	A small group of people are standing and two are sitting on the sofa	exists x.exists y.exists z. (Person(x) & Person(y) & Person(z) & Standing(x) & Standing(y) & SittingOnSofa(z))	A group of five young adults are lounging indoors	exists z500. exists x. (Group(x) & (Young(x, z500) & Adults(z500)) & Lounging(x) & Indoors(x))	n	False	False
400	A young girl in a bikini is jumping on the beach	exists z500. exists z500. all x. ((Young(x, z500) & Girl(z500)) & (Wearing(x, z500) & Bikini(z500)) -> JumpingOnBeach(x))	A young girl in swimming suite is jumping on the beach	exists z500. all x. ((Young(x, z500) & Girl(z500)) & InSwimmingSuite(x) -> JumpsOnBeach(x))	e	False	False
401	A blond child is going down a slide and throwing up his arms	exists z500. all x. ((Blond(x, z500) & Child(z500)) -> (GoingDownSlide(x) & ThrowingUpArms(x)))	A child with dark hair is going down a slide and throwing up his arms	exists z500. all x. (Child(x) & (Dark(x, z500) & Hair(z500)) -> (GoingDownSlide(x) & ThrowingUpArms(x)))	c	False	False
402	Two dogs are playing in a forest	exists x. exists y. (Dog(x) & Dog(y) & PlayingIn(x, y, Forest))	A brown dog is running after a black dog on a rocky shore	exists z500. exists z500. exists z500. all x.all y.all z. ((Brown(x, z500) & Dog(z500)) & (Black(y, z500) & Dog(z500)) & (Rocky(z, z500) & Shore(z500)) -> RunningAfter(x, y, z))	n	False	False
403	A white dog is approaching a golden dog on pebbly beach	exists z500. exists z500. exists z500. all x.all y. ((White(x, z500) & Dog(z500)) & (Golden(y, z500) & Dog(z500)) & (Pebbly(z, z500) & Beach(z500)) -> Approaching(x, y, z))	Two dogs are playing on a rocky beach	exists x. exists y. (Dog(x) & Dog(y) & PlayingOnRockyBeach(x) & PlayingOnRockyBeach(y))	n	False	False
404	Two young girls are wearing hats and sticking their colored tongues out	exists z500. exists z500. exists x. exists y. ((Young(x, z500) & Girl(z500)) & YoungGirl(y) & (Wearing(x, z500) & Hat(z500)) & WearingHat(y) & StickingTongueOut(x) & StickingTongueOut(y))	Two kids are sticking out blue and green colored tongues	exists x. exists y. (Kid(x) & Kid(y) & StickingOutBlueTongue(x) & StickingOutGreenTongue(y))	n	False	False
405	Two boys are laying in the ocean close to the beach	exists x. exists y. (Boy(x) & Boy(y) & LayingInOcean(x) & LayingInOcean(y) & CloseToBeach(x) & CloseToBeach(y))	Two boys are laying in the water close to the beach	exists x. exists y. (Boy(x) & Boy(y) & LayingInWater(x) & LayingInWater(y) & CloseToBeach(x) & CloseToBeach(y))	e	False	False
406	A large man is sitting in a military accessories store	exists z500. exists x. ((Large(x, z500) & Man(z500)) & SittingIn(x, MilitaryAccessoriesStore))	A veteran is showing different things from a war to some people	all x. all y. all z. (Veteran(x) & War(y) & Person(z) -> Shows(x, y, z))	n	False	False
407	A dog with a blue collar is playing with the ball outside	all x. (Dog(x) & HasBlueCollar(x) -> PlayingWithBallOutside(x))	A grey dog is bouncing a soccer ball on its head in a grass field	exists z500. exists z500. exists z500. all x.all y.all z. ((Grey(x, z500) & Dog(z500)) & (Soccer(y, z500) & Ball(z500)) & (Grass(z, z500) & Field(z500)) -> BouncingOnHead(x, y, z))	n	False	False
408	A young woman with Indian clothing and henna on her hand is going through paperwork	exists z500. exists z500. all x. ((Young(x, z500) & Woman(z500)) & (Indian(x, z500) & Clothing(z500)) & HennaOnHand(x) -> GoingThroughPaperwork(x))	A woman is wearing a colorful shirt and a lot of jewelry	exists z500. exists x. (Woman(x) & exists y. ((Colorful(y, z500) & Shirt(z500)) & Wears(x, y)) & exists z. (Jewelry(z) & Wears(x, z)))	n	False	False
409	A man in a jersey which is black is standing in a gym	all x.all y. (Man(x) & Jersey(y) & Wears(x, y) & Black(y) -> exists z. (Gym(z) & StandingIn(x, z)))	A man in a black jersey is standing in a gym	all x. (Man(x) & WearsBlackJersey(x) -> exists y. (Gym(y) & StandingIn(x, y)))	e	False	False
410	A man in a black jersey is standing in a gym	all x. (Man(x) & WearsBlackJersey(x) -> exists y. (Gym(y) & StandingIn(x, y)))	A man is standing in a gym and is wearing a jersey	exists z500. exists x. (Man(x) & StandingInGym(x) & (Wearing(x, z500) & Jersey(z500)))	e	False	False
411	A little brown and white dog is running on the sidewalk	exists x. (Dog(x) & Little(x) & Brown(x) & White(x) & RunningOnSidewalk(x))	A little brown and white dog is running on the road	exists x. (Dog(x) & Little(x) & Brown(x) & White(x) & RunningOnRoad(x))	n	False	False
