	p_1_nl	p_1_fol	p_2_nl	p_2_fol	h_nl	h_fol	label	exception
3845	An old woman is carrying a lot of colorful scarves on the beach	exists x. (OldWoman(x) & CarryingScarves(x) & Colorful(x) & OnBeach(x))			A girl in gold and purple is holding a rainbow afghan	all x. (Girl(x) & Gold(x) & Purple(x) -> HoldingRainbowAfghan(x))	n	[WinError 193] %1 is not a valid Win32 application
3846	A light brown dog is running in the water	exists x. (Dog(x) & LightBrown(x) & RunningInWater(x))			A light brown dog is sprinting in the water	exists x. (Dog(x) & LightBrown(x) & SprintingInWater(x))	e	[WinError 193] %1 is not a valid Win32 application
3847	A light brown dog is running in the water	exists x. (Dog(x) & LightBrown(x) & RunningInWater(x))			A tan dog is playing in the water on the bank of a pond	all x.all y.all z. (TanDog(x) & Water(y) & Pond(z) -> PlaysIn(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
3848	A light brown dog is running in the water	exists x. (Dog(x) & LightBrown(x) & RunningInWater(x))			A tan dog is splashing in the water on the bank of a river	all x.all y.all z. (TanDog(x) & Water(y) & RiverBank(z) -> SplashingIn(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
3849	A tan dog is splashing in the water on the bank of a pond	all x.all y.all z. (TanDog(x) & Water(y) & Pond(z) -> SplashingOnBank(x, y, z))			A light brown dog is sprinting in the water	exists x. (Dog(x) & LightBrown(x) & SprintingInWater(x))	n	[WinError 193] %1 is not a valid Win32 application
3850	The child is splashing water in a small blue pool	exists x. exists y. exists z. (Child(x) & Water(y) & SmallBluePool(z) & SplashingIn(x, y, z))			The child is splashing water in a pool	exists x. (Child(x) & SplashingWater(x))	e	[WinError 193] %1 is not a valid Win32 application
3851	A baby is splashing inside a blue paddling pool	exists x. exists y. (Baby(x) & BluePaddlingPool(y) & SplashingIn(x, y))			A toddler is making a splash inside a blue paddling pool	exists x. exists y. (Toddler(x) & BluePaddlingPool(y) & MakingSplashInside(x, y))	e	[WinError 193] %1 is not a valid Win32 application
3852	A grey silky dog is running in the grass and a brown dog looks on	exists x. exists y. (GreySilkyDog(x) & BrownDog(y) & Dog(x) & Dog(y) & RunningInGrass(x) & LooksOn(y, x))			A grey silky dog is lying in the grass and a brown dog is looking on	exists x. exists y. (GreySilkyDog(x) & BrownDog(y) & LyingInGrass(x) & LookingOn(y, x))	c	[WinError 193] %1 is not a valid Win32 application
3853	The brown dog is spotting a black dog and is playing in the dry grass	exists x. exists y. (Dog(x) & Dog(y) & Brown(x) & Black(y) & Spotting(x, y) & PlayingInDryGrass(x))			A grey silky dog is lying in the grass and a brown dog is looking on	exists x. exists y. (GreySilkyDog(x) & BrownDog(y) & LyingInGrass(x) & LookingOn(y, x))	n	[WinError 193] %1 is not a valid Win32 application
3854	A man in a hat is standing outside of a green jeep	all x.all y. (Man(x) & Hat(x) & GreenJeep(y) -> StandingOutside(x, y))			A man in a hat is standing outside of a green vehicle	all x.all y. (Man(x) & Hat(x) & GreenVehicle(y) -> StandingOutside(x, y))	e	[WinError 193] %1 is not a valid Win32 application
3855	A man in a hat is standing outside of a green jeep	all x.all y. (Man(x) & Hat(x) & GreenJeep(y) -> StandingOutside(x, y))			A man with no hat is standing outside of a green jeep	all x. all y. (Man(x) & not HasHat(x) & GreenJeep(y) -> StandingOutside(x, y))	c	[WinError 193] %1 is not a valid Win32 application
3856	A man is standing on a dirt hill next to a black jeep	exists x. exists y. exists z. (Man(x) & DirtHill(y) & BlackJeep(z) & StandingOn(x, y) & NextTo(x, z))			A man in a hat is standing outside of a green vehicle	all x.all y. (Man(x) & Hat(x) & GreenVehicle(y) -> StandingOutside(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3857	A man with no hat is standing outside of a green jeep	all x. all y. (Man(x) & not HasHat(x) & GreenJeep(y) -> StandingOutside(x, y))			A man is standing on a dirt hill next to a black jeep	exists x. exists y. exists z. (Man(x) & DirtHill(y) & BlackJeep(z) & StandingOn(x, y) & NextTo(x, z))	n	[WinError 193] %1 is not a valid Win32 application
3858	A man in a hat is standing outside of a green jeep	all x.all y. (Man(x) & Hat(x) & GreenJeep(y) -> StandingOutside(x, y))			A man is standing on a black jeep on a dirt hill	exists x. exists y. exists z. (Man(x) & BlackJeep(y) & DirtHill(z) & StandingOn(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
3859	A man in a hat is standing outside of a green jeep	all x.all y. (Man(x) & Hat(x) & GreenJeep(y) -> StandingOutside(x, y))			A man is standing on a dirt hill next to a black jeep	exists x. exists y. exists z. (Man(x) & DirtHill(y) & BlackJeep(z) & StandingOn(x, y) & NextTo(x, z))	n	[WinError 193] %1 is not a valid Win32 application
3860	A black dog and a small white and black dog are looking up at a kitchen countertop	all x.all y.all z. (BlackDog(x) & SmallWhiteAndBlackDog(y) & KitchenCountertop(z) -> LookingAt(x, y, z))			A black cat and a small white and black cat are looking up at a kitchen countertop	all x. all y. all z. (BlackCat(x) & SmallWhiteAndBlackCat(y) & KitchenCountertop(z) -> LookingAt(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
3861	A large dog and a small dog are standing next to the kitchen counter and are investigating	all x.all y.all z. (LargeDog(x) & SmallDog(y) & KitchenCounter(z) -> (StandingNextTo(x, z) & StandingNextTo(y, z) & Investigating(x, y, z)))			A large dog and a small dog is standing on the kitchen counter and investigate	all x.all y. (LargeDog(x) & SmallDog(y) -> (StandingOnKitchenCounter(x) & StandingOnKitchenCounter(y) & Investigate(x) & Investigate(y)))	e	[WinError 193] %1 is not a valid Win32 application
3862	A black dog and a small white and black dog are looking up at a kitchen countertop	all x.all y.all z. (BlackDog(x) & SmallWhiteAndBlackDog(y) & KitchenCountertop(z) -> LookingAt(x, y, z))			A large dog and a small dog are standing next to the kitchen counter and are sniffing	all x.all y. (LargeDog(x) & SmallDog(y) -> (StandingNextToKitchenCounter(x, y) & Sniffing(x, y)))	n	[WinError 193] %1 is not a valid Win32 application
3863	A large dog and a small dog are standing next to the kitchen counter and are investigating	all x.all y.all z. (LargeDog(x) & SmallDog(y) & KitchenCounter(z) -> (StandingNextTo(x, z) & StandingNextTo(y, z) & Investigating(x, y, z)))			Two dogs are looking up at a kitchen countertop	exists x. exists y. (Dog(x) & Dog(y) & LookingUpAt(x, y, Countertop))	n	[WinError 193] %1 is not a valid Win32 application
3864	A dog is rolling on the ground	exists x. (Dog(x) & RollingOnGround(x))			A dog is sleeping on the ground	exists x. (Dog(x) & SleepingOnGround(x))	n	[WinError 193] %1 is not a valid Win32 application
3865	A tan dog which is dirty is rolling in the dirt and looking right at the camera	all x. (TanDog(x) & Dirty(x) -> (RollingInDirt(x) & LookingRightAtCamera(x)))			A dog is rolling on the ground	exists x. (Dog(x) & RollingOnGround(x))	e	[WinError 193] %1 is not a valid Win32 application
3866	A dirty tan dog is rolling in the water and looking right at the camera	all x. (DirtyTanDog(x) -> (RollingInWater(x) & LookingRightAtCamera(x)))			A dog is rolling on the ground	exists x. (Dog(x) & RollingOnGround(x))	n	[WinError 193] %1 is not a valid Win32 application
3867	A dirty tan dog is rolling in the dirt and looking right at the camera	all x. (DirtyTanDog(x) -> (RollingInDirt(x) & LookingRightAtCamera(x)))			A dog is sleeping on the ground	exists x. (Dog(x) & SleepingOnGround(x))	n	[WinError 193] %1 is not a valid Win32 application
3868	An Arabic man is wearing a white hat	exists x. (Man(x) & Arabic(x) & Wearing(x, WhiteHat))			A white hat is being worn by an Arabic man	exists x. exists y. (WhiteHat(x) & Man(y) & Wears(y, x))	e	[WinError 193] %1 is not a valid Win32 application
3869	A man with a white hat and brown shirt is behind a woman in red and is looking to the left	all x.all y. (Man(x) & Woman(y) & WhiteHat(x) & BrownShirt(x) & Red(y) & LookingToLeft(x) -> Behind(x, y))			A man with a white hat and brown shirt is behind a woman in red and is looking to the side	all x.all y. (Man(x) & Woman(y) & WhiteHat(x) & BrownShirt(x) & Red(y) & LookingToSide(x) -> Behind(x, y))	e	[WinError 193] %1 is not a valid Win32 application
3870	A man with a white hat and brown shirt is behind a woman in red and is looking to the right	all x.all y. (Man(x) & Woman(y) & WhiteHat(x) & BrownShirt(x) & Red(y) & LookingRight(x) -> Behind(x, y))			A man with a white hat and brown shirt is behind a woman in red and is looking to the left	all x.all y. (Man(x) & Woman(y) & WhiteHat(x) & BrownShirt(x) & Red(y) & LookingToLeft(x) -> Behind(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3871	An Arabic man is wearing a white hat	exists x. (Man(x) & Arabic(x) & Wearing(x, WhiteHat))			A man with a white hat and brown shirt is behind a woman in red and is looking to the side	all x.all y. (Man(x) & Woman(y) & WhiteHat(x) & BrownShirt(x) & Red(y) & LookingToSide(x) -> Behind(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3872	An Arabic man isn't wearing a white hat	exists x. (ArabicMan(x) & not WearingWhiteHat(x))			A man with a white hat and brown shirt is behind a woman in red and is looking to the left	all x.all y. (Man(x) & Woman(y) & WhiteHat(x) & BrownShirt(x) & Red(y) & LookingToLeft(x) -> Behind(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3873	A man with a white hat and brown shirt is behind a woman in red and is looking to the left	all x.all y. (Man(x) & Woman(y) & WhiteHat(x) & BrownShirt(x) & Red(y) & LookingToLeft(x) -> Behind(x, y))			An Arabic man is wearing a white hat	exists x. (Man(x) & Arabic(x) & Wearing(x, WhiteHat))	n	[WinError 193] %1 is not a valid Win32 application
3874	Little kids are playing in a water fountain in front of lots of people	all x.all y.all z. (LittleKid(x) & WaterFountain(y) & People(z) -> PlayingIn(x, y, z))			Little kids are playing in a water fountain in front of few people	all x.all y.all z. (LittleKid(x) & WaterFountain(y) & FewPeople(z) -> PlayingIn(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
3875	Children are playing in a fountain that is spraying water from the ground	all x. all y. (Child(x) & Fountain(y) & SpraysWaterFromGround(y) -> PlaysIn(x, y))			Children are playing in ground fountains	all x. all y. (Child(x) & GroundFountain(y) -> PlayingIn(x, y))	e	[WinError 193] %1 is not a valid Win32 application
3876	Children are playing in a fountain that is spraying water from the ground	all x. all y. (Child(x) & Fountain(y) & SpraysWaterFromGround(y) -> PlaysIn(x, y))			Animals are playing in fountains that spray water from the ground	all x. all y. (Animal(x) & Fountain(y) & SpraysWaterFromGround(y) -> PlaysIn(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3877	Little kids are playing in a water fountain in front of lots of people	all x.all y.all z. (LittleKid(x) & WaterFountain(y) & People(z) -> PlayingIn(x, y, z))			Animals are playing in fountains that spray water from the ground	all x. all y. (Animal(x) & Fountain(y) & SpraysWaterFromGround(y) -> PlaysIn(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3878	Little boys are playing in a water fountain in front of lots of people	all x.all y.all z. (LittleBoy(x) & WaterFountain(y) & People(z) -> PlayingIn(x, y, z))			Children are playing in a fountain that is spraying water from the ground	all x. all y. (Child(x) & Fountain(y) & SpraysWaterFromGround(y) -> PlaysIn(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3879	A person on a yellow bike is airborne	all x. all y. (Person(x) & YellowBike(y) -> Airborne(x))			A cyclist on a yellow bike is airborne	all x.all y. (Cyclist(x) & YellowBike(y) -> Airborne(x))	e	[WinError 193] %1 is not a valid Win32 application
3880	A cyclist on a yellow bike is airborne	all x.all y. (Cyclist(x) & YellowBike(y) -> Airborne(x))			There is no cyclist on a yellow bike airborne	not exists x. (Cyclist(x) & YellowBike(y) & Airborne(x, y))	c	[WinError 193] %1 is not a valid Win32 application
3881	A person on a yellow bike is airborne	all x. all y. (Person(x) & YellowBike(y) -> Airborne(x))			A person on a yellow dirt bike is taking a jump	all x. (Person(x) & OnYellowDirtBike(x) -> TakingJump(x))	e	[WinError 193] %1 is not a valid Win32 application
3882	There is no cyclist on a yellow bike airborne	not exists x. (Cyclist(x) & YellowBike(y) & Airborne(x, y))			A person on a yellow dirt bike is taking a jump	all x. (Person(x) & OnYellowDirtBike(x) -> TakingJump(x))	c	[WinError 193] %1 is not a valid Win32 application
3883	A man on a yellow dirt bike is taking a jump	all x.all y. (Man(x) & YellowDirtBike(y) -> TakingJump(x, y))			A cyclist on a yellow bike is airborne	all x.all y. (Cyclist(x) & YellowBike(y) -> Airborne(x))	e	[WinError 193] %1 is not a valid Win32 application
3884	A person on a yellow clean bike is taking a jump	all x. all y. (Person(x) & YellowCleanBike(y) & Riding(x, y) -> TakingJump(x))			A cyclist on a yellow bike is airborne	all x.all y. (Cyclist(x) & YellowBike(y) -> Airborne(x))	e	[WinError 193] %1 is not a valid Win32 application
3885	The bicycle is being ridden by a man wearing a beret on a recreation trail	exists x. exists y. exists z. (Bicycle(x) & Man(y) & Beret(z) & Riding(y, x) & Wearing(y, z) & RecreationTrail(x))			A man is wearing a beret and is riding the bicycle on a recreation trail	exists x. (Man(x) & WearingBeret(x) & RidingBicycleOnRecreationTrail(x))	e	[WinError 193] %1 is not a valid Win32 application
3886	A man is wearing a beret and is riding the bicycle on a recreation trail	exists x. (Man(x) & WearingBeret(x) & RidingBicycleOnRecreationTrail(x))			A woman is wearing a beret and is riding the bicycle on a recreation trail	exists x. (Woman(x) & WearingBeret(x) & RidingBicycleOnRecreationTrail(x))	n	[WinError 193] %1 is not a valid Win32 application
3887	A man is wearing a beret and is riding the bicycle on a recreation trail	exists x. (Man(x) & WearingBeret(x) & RidingBicycleOnRecreationTrail(x))			An old man with a grey beard is not riding a bike	all x. (OldMan(x) & GreyBeard(x) -> not RidingBike(x))	n	[WinError 193] %1 is not a valid Win32 application
3888	A woman is wearing a beret and is riding the bicycle on a recreation trail	exists x. (Woman(x) & WearingBeret(x) & RidingBicycleOnRecreationTrail(x))			An old man with a grey beard is riding a bike	exists x. (OldMan(x) & GreyBeard(x) & RidingBike(x))	n	[WinError 193] %1 is not a valid Win32 application
3889	Five adults are sitting on stone steps	exists x. exists y. exists z. exists w. exists v. (Adult(x) & Adult(y) & Adult(z) & Adult(w) & Adult(v) & SittingOnStoneSteps(x, y, z, w, v))			Five adults are sitting on steps made of stone	exists x. exists y. exists z. exists w. exists v. (Adult(x) & Adult(y) & Adult(z) & Adult(w) & Adult(v) & SittingOnSteps(x, y, z, w, v) & MadeOfStone(x, y, z, w, v))	e	[WinError 193] %1 is not a valid Win32 application
3890	People are sitting against a wall	exists x. exists y. (Person(x) & Wall(y) & SittingAgainst(x, y))			People are sitting near a wall	exists x. exists y. (Person(x) & Person(y) & SittingNear(x, y, Wall))	e	[WinError 193] %1 is not a valid Win32 application
3891	Five adults are sitting on stone steps	exists x. exists y. exists z. exists w. exists v. (Adult(x) & Adult(y) & Adult(z) & Adult(w) & Adult(v) & SittingOnStoneSteps(x, y, z, w, v))			People are sitting near a wall	exists x. exists y. (Person(x) & Person(y) & SittingNear(x, y, Wall))	n	[WinError 193] %1 is not a valid Win32 application
3892	Five adults are sitting on stone steps	exists x. exists y. exists z. exists w. exists v. (Adult(x) & Adult(y) & Adult(z) & Adult(w) & Adult(v) & SittingOnStoneSteps(x, y, z, w, v))			People is standing against a wall	exists x. exists y. (Person(x) & Wall(y) & StandingAgainst(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3893	Five adults are sitting on a chair	exists x. exists y. exists z. exists w. exists v. (Adult(x) & Adult(y) & Adult(z) & Adult(w) & Adult(v) & Chair(x) & SittingOn(x, y) & SittingOn(x, z) & SittingOn(x, w) & SittingOn(x, v))			People are sitting against a wall	exists x. exists y. (Person(x) & Wall(y) & SittingAgainst(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3894	People are sitting against a wall	exists x. exists y. (Person(x) & Wall(y) & SittingAgainst(x, y))			Five adults are sitting on stone steps	exists x. exists y. exists z. exists w. exists v. (Adult(x) & Adult(y) & Adult(z) & Adult(w) & Adult(v) & SittingOnStoneSteps(x, y, z, w, v))	n	[WinError 193] %1 is not a valid Win32 application
3895	A man is rock climbing and a city and a bay are in the background	exists x. (Man(x) & RockClimbing(x)) & exists y. (City(y) & InBackground(y)) & exists z. (Bay(z) & InBackground(z))			A person is rock climbing and a city and a bay are in the background	all x. all y. all z. (Person(x) & City(y) & Bay(z) -> (RockClimbing(x) & InBackground(y) & InBackground(z)))	e	[WinError 193] %1 is not a valid Win32 application
3896	A man is rock climbing, stopping and calculating the route	all x. (Man(x) -> (RockClimbing(x) & Stops(x) & CalculatesRoute(x)))			A man is rock climbing and a city and a bay are in the background	exists x. (Man(x) & RockClimbing(x)) & exists y. (City(y) & InBackground(y)) & exists z. (Bay(z) & InBackground(z))	n	[WinError 193] %1 is not a valid Win32 application
3897	A woman is rock climbing, pausing and calculating the route	all x. (Woman(x) -> (RockClimbing(x) & Pausing(x) & CalculatingRoute(x)))			A man is rock climbing and a city and a bay are in the background	exists x. (Man(x) & RockClimbing(x)) & exists y. (City(y) & InBackground(y)) & exists z. (Bay(z) & InBackground(z))	n	[WinError 193] %1 is not a valid Win32 application
3898	A man is rock climbing, pausing and calculating the route	all x. (Man(x) -> (RockClimbing(x) & Pausing(x) & CalculatingRoute(x)))			A person is rock climbing and a city and a bay are in the background	all x. all y. all z. (Person(x) & City(y) & Bay(z) -> (RockClimbing(x) & InBackground(y) & InBackground(z)))	n	[WinError 193] %1 is not a valid Win32 application
3899	A man is rock climbing, pausing and calculating the route	all x. (Man(x) -> (RockClimbing(x) & Pausing(x) & CalculatingRoute(x)))			A man is rock climbing and a city and a bay are in the background	exists x. (Man(x) & RockClimbing(x)) & exists y. (City(y) & InBackground(y)) & exists z. (Bay(z) & InBackground(z))	n	[WinError 193] %1 is not a valid Win32 application
3900	A little girl is hitting a ball off a tee	exists x. exists y. exists z. (LittleGirl(x) & Ball(y) & Tee(z) & HitsOff(x, y, z))			A little girl in a pink shirt is playing t-ball and taking a swing	all x. (LittleGirl(x) & WearsPinkShirt(x) -> (PlaysTball(x) & TakesSwing(x)))	n	[WinError 193] %1 is not a valid Win32 application
3901	A little girl is missing a baseball on a tee	exists x. (LittleGirl(x) & MissingBaseball(x))			A little girl in a pink shirt is playing t-ball and taking a swing	all x. (LittleGirl(x) & WearsPinkShirt(x) -> (PlaysTball(x) & TakesSwing(x)))	n	[WinError 193] %1 is not a valid Win32 application
3902	A little girl in a pink shirt is playing t-ball and taking a swing	all x. (LittleGirl(x) & WearsPinkShirt(x) -> (PlaysTball(x) & TakesSwing(x)))			A girl is hitting a little tee with a baseball	exists x. exists y. exists z. (Girl(x) & Tee(y) & Baseball(z) & HitsWith(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
3903	A little girl is hitting a baseball off a tee	exists x. exists y. exists z. (LittleGirl(x) & Baseball(y) & Tee(z) & HitsOff(x, y, z))			A little boy in a pink shirt is playing t-ball and taking a swing	all x. (LittleBoy(x) & WearsPinkShirt(x) -> (PlaysTball(x) & TakesSwing(x)))	n	[WinError 193] %1 is not a valid Win32 application
3904	People are grouping at a stand at the fair	all x.all y. (Person(x) & Stand(y) & At(x, y) -> Grouping(x))			A group of people is gathering at a stand at the fair	all x.all y. (Group(x) & People(y) & Stand(z) & GatheringAt(y, z) -> Fair(z))	e	[WinError 193] %1 is not a valid Win32 application
3905	A group of people is gathering at a stand at the fair	all x.all y. (Group(x) & People(y) & Stand(z) & GatheringAt(y, z) -> Fair(z))			The people are running at a carnival	all x. all y. (Person(x) & Carnival(y) -> RunsAt(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3906	People are grouping at a stand at the fair	all x.all y. (Person(x) & Stand(y) & At(x, y) -> Grouping(x))			The people are standing at a carnival	all x. (Person(x) -> exists y. (Carnival(y) & StandingAt(x, y)))	n	[WinError 193] %1 is not a valid Win32 application
3907	Rollerbladers are rolling in formation down a hill	all x. all y. all z. (Rollerblader(x) & Hill(y) & RollingInFormation(x, y) -> Down(x, z) & Hill(z))			Rollerbladers are not rolling in formation down a hill	all x. (Rollerblader(x) -> not RollingInFormation(x))	c	[WinError 193] %1 is not a valid Win32 application
3908	Rollerbladers are running in formation down a hill	all x. all y. all z. (Rollerblader(x) & Hill(y) & Formation(z) -> RunningInFormation(x, y, z))			A group of rollerbladers is lining up on the street	all x. (RollerbladerGroup(x) -> LiningUpOnStreet(x))	n	[WinError 193] %1 is not a valid Win32 application
3909	Rollerbladers are not rolling in formation down a hill	all x. (Rollerblader(x) -> not RollingInFormation(x))			A group of rollerbladers is lining up on the street	all x. (RollerbladerGroup(x) -> LiningUpOnStreet(x))	n	[WinError 193] %1 is not a valid Win32 application
3910	Rollerbladers are rolling in formation down a hill	all x. all y. all z. (Rollerblader(x) & Hill(y) & RollingInFormation(x, y) -> Down(x, z) & Hill(z))			A group of rollerbladers is lining up on the street	all x. (RollerbladerGroup(x) -> LiningUpOnStreet(x))	n	[WinError 193] %1 is not a valid Win32 application
3911	A woman is marching with a pair of dogs	exists x. exists y. exists z. (Woman(x) & Dog(y) & Dog(z) & MarchingWith(x, y, z))			A woman is walking with a pair of dogs	exists x. exists y. exists z. (Woman(x) & Dog(y) & Dog(z) & WalkingWith(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
3912	A woman is marching with a pair of dogs	exists x. exists y. exists z. (Woman(x) & Dog(y) & Dog(z) & MarchingWith(x, y, z))			A woman is showing a dog with very short hair at a dog show	all x.all y. (Woman(x) & Dog(y) & VeryShortHair(y) -> ShowsAtDogShow(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3913	A woman is walking with a pair of dogs	exists x. exists y. exists z. (Woman(x) & Dog(y) & Dog(z) & WalkingWith(x, y, z))			A woman is showing a dog with very long hair at a dog show	all x.all y. (Woman(x) & Dog(y) & VeryLongHair(y) -> ShowingAtDogShow(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3914	A woman is standing with a pair of dogs	exists x. exists y. exists z. (Woman(x) & Dog(y) & Dog(z) & StandingWith(x, y) & StandingWith(x, z))			A woman is showing a dog with very long hair at a dog show	all x.all y. (Woman(x) & Dog(y) & VeryLongHair(y) -> ShowingAtDogShow(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3915	A skateboarder is making a jump off a ramp	all x.all y.all z. (Skateboarder(x) & Ramp(y) & Jump(z) -> Makes(x, y, z))			No skateboarder is making a jump off a ramp	not exists x. (Skateboarder(x) & MakingJump(x, ramp))	c	[WinError 193] %1 is not a valid Win32 application
3916	A man dressed in black is wearing inline skates and performing acrobatics on a rail	all x. (Man(x) & DressedInBlack(x) -> (WearsInlineSkates(x) & PerformsAcrobaticsOnRail(x)))			A man dressed in black is wearing inline skates and performing a trick on a rail	all x. (Man(x) & DressedInBlack(x) -> (WearingInlineSkates(x) & PerformingTrickOnRail(x)))	e	[WinError 193] %1 is not a valid Win32 application
3917	A skateboarder is making a jump off a ramp	all x.all y.all z. (Skateboarder(x) & Ramp(y) & Jump(z) -> Makes(x, y, z))			A woman dressed in black is wearing inline skates and performing a trick on a rail	all x. (Woman(x) & DressedInBlack(x) -> (WearsInlineSkates(x) & PerformsTrickOnRail(x)))	n	[WinError 193] %1 is not a valid Win32 application
3918	A man dressed in black is wearing inline skates and performing a trick on a rail	all x. (Man(x) & DressedInBlack(x) -> (WearingInlineSkates(x) & PerformingTrickOnRail(x)))			A skateboarder is jumping off a ramp	all x. all y. (Skateboarder(x) & Ramp(y) -> JumpsOff(x, y))	n	[WinError 193] %1 is not a valid Win32 application
3919	No skateboarder is making a jump off a ramp	not exists x. (Skateboarder(x) & MakingJump(x, ramp))			A man dressed in black is wearing inline skates and performing a trick on a rail	all x. (Man(x) & DressedInBlack(x) -> (WearingInlineSkates(x) & PerformingTrickOnRail(x)))	n	[WinError 193] %1 is not a valid Win32 application
3920	A man dressed in black is wearing inline skates and performing a trick on a rail	all x. (Man(x) & DressedInBlack(x) -> (WearingInlineSkates(x) & PerformingTrickOnRail(x)))			A skateboarder is making a jump off a ramp	all x.all y.all z. (Skateboarder(x) & Ramp(y) & Jump(z) -> Makes(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
3921	Three children are running down a grassy hillside	exists x. exists y. exists z. (Child(x) & Child(y) & Child(z) & Running(x) & Running(y) & Running(z) & GrassyHillside(x) & GrassyHillside(y) & GrassyHillside(z))			Three children are running down a hillside covered by grass	exists x.exists y.exists z. (Child(x) & Child(y) & Child(z) & Running(x) & Running(y) & Running(z) & Hillside(h) & GrassCovered(h) & On(h, x) & On(h, y) & On(h, z))	e	[WinError 193] %1 is not a valid Win32 application
3922	Three children are running up a grassy hillside	exists x. exists y. exists z. (Child(x) & Child(y) & Child(z) & RunningUpGrassyHillside(x) & RunningUpGrassyHillside(y) & RunningUpGrassyHillside(z))			Three children are running down a grassy hillside	exists x. exists y. exists z. (Child(x) & Child(y) & Child(z) & Running(x) & Running(y) & Running(z) & GrassyHillside(x) & GrassyHillside(y) & GrassyHillside(z))	n	[WinError 193] %1 is not a valid Win32 application
3923	Three children are running down a hillside covered by grass	exists x.exists y.exists z. (Child(x) & Child(y) & Child(z) & Running(x) & Running(y) & Running(z) & Hillside(h) & GrassCovered(h) & On(h, x) & On(h, y) & On(h, z))			Three children are running down hill	exists x. exists y. exists z. (Child(x) & Child(y) & Child(z) & Running(x) & Running(y) & Running(z) & DownHill(x) & DownHill(y) & DownHill(z))	e	[WinError 193] %1 is not a valid Win32 application
3924	Three children are running down hill	exists x. exists y. exists z. (Child(x) & Child(y) & Child(z) & Running(x) & Running(y) & Running(z) & DownHill(x) & DownHill(y) & DownHill(z))			Three children are running up a grassy hillside	exists x. exists y. exists z. (Child(x) & Child(y) & Child(z) & RunningUpGrassyHillside(x) & RunningUpGrassyHillside(y) & RunningUpGrassyHillside(z))	n	[WinError 193] %1 is not a valid Win32 application
3925	A black and orange bird is standing on the lawn	exists x. (Bird(x) & Black(x) & Orange(x) & StandingOn(x, lawn))			A black and orange bird is standing in the grass	exists x. (Bird(x) & Black(x) & Orange(x) & StandingIn(x, Grass))	e	[WinError 193] %1 is not a valid Win32 application
3926	A black and orange bird is standing in the grass	exists x. (Bird(x) & Black(x) & Orange(x) & StandingIn(x, Grass))			A black and orange bird is not standing in the grass	all x. (BlackAndOrangeBird(x) -> not StandingInGrass(x))	c	[WinError 193] %1 is not a valid Win32 application
3927	A white bird with a yellow beak is standing in the green grass	all x. (WhiteBird(x) & YellowBeak(x) -> exists y. (GreenGrass(y) & StandingIn(x, y)))			A black bird with a yellow beak is standing in the green grass	all x. (BlackBird(x) & YellowBeak(x) -> exists y. (GreenGrass(y) & StandingIn(x, y)))	n	[WinError 193] %1 is not a valid Win32 application
3928	A black and orange bird is standing on the lawn	exists x. (Bird(x) & Black(x) & Orange(x) & StandingOn(x, lawn))			A black bird with a yellow beak is standing in the green grass	all x. (BlackBird(x) & YellowBeak(x) -> exists y. (GreenGrass(y) & StandingIn(x, y)))	n	[WinError 193] %1 is not a valid Win32 application
3929	A shirtless man is posing with a girl who is hiking in a park	all x.all y.all z. (ShirtlessMan(x) & Girl(y) & Park(z) -> PosingWith(x, y, z))			A shirtless person is posing with a girl who is hiking in a park	all x.all y.all z. (ShirtlessPerson(x) & Girl(y) & Park(z) -> PosingWith(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
3930	A man with a shirt is posing with the arms spread next to a woman	all x.all y. (Man(x) & Shirt(x) & Woman(y) & ArmsSpread(x) -> PosingNextTo(x, y))			A man without a shirt is posing with the arms spread next to a woman	all x.all y. (Man(x) & Woman(y) & not HasShirt(x) & ArmsSpread(x) -> PosingNextTo(x, y))	n	[WinError 193] %1 is not a valid Win32 application
